sid,qid,block,query,뉴스 식별자,일자,언론사,사건/사고 분류1,year,label,ev_date,ev_place,ev_object,event_id
S01305,Q20,안보,북한 생화학무기,2100201.20250527,20250527,머니투데이,,2025,REF,,,,
S01306,Q15,안보,북한 핵실험,1100401.202412022,20241202,동아일보,,2024,IRRELEVANT,,,,
S01307,Q25,비CBRN,차량 돌진 테러,7101201.202605131,20260513,디지털타임스,범죄>범죄일반>폭행,2026,OTHER,,,,
S01308,Q07,산업,톨루엔 누출,1100501.20240629,20240629,문화일보,사고>산업사고>폭발,2024,INST,,,,
S01309,Q01,산업,불산 누출,8100401.202511051,20251105,YTN,사고>스포츠사고,2025,EVENT,20251105,포항시,유독가스 누출,517.0
S01310,Q26,비CBRN,폭발물 협박,2100351.202110191,20211019,이투데이,,2021,EVENT,20211018,서울시,폭발물 허위신고,2.0
S01311,Q30,비CBRN,원전 방사선 피폭,2100051.202401251,20240125,대한경제,,2024,INST,,,,
S01312,Q29,비CBRN,공항 폭발물 신고,1100701.202304181,20230418,세계일보,사회>사회갈등>테러행위,2023,EVENT,20230414,제주시,폭발물 협박,135.0
S01313,Q19,안보,노비촉,1100751.202305221,20230522,아시아투데이,,2023,EVENT,20230429,베를린,독극물 공격,140.0
S01314,Q11,안보,화학무기 사용,2100351.202501101,20250110,이투데이,사고>산업사고>화재,2025,IRRELEVANT,,,,
S01315,Q15,안보,북한 핵실험,2100311.202211031,20221103,서울경제,,2022,OTHER,,,,
S01316,Q17,안보,더티밤,2100601.202210251,20221025,한국경제,,2022,IRRELEVANT,,,,
S01317,Q07,산업,톨루엔 누출,8100101.202301261,20230126,KBS,,2023,EVENT,20230126,여수시,톨루엔,121.0
S01318,Q27,비CBRN,테러 예고 글,1100901.202308071,20230807,중앙일보,범죄>범죄일반>살인,2023,OTHER,,,,
S01319,Q30,비CBRN,원전 방사선 피폭,1500151.20240118,20240118,경남도민일보,사고>산업사고>원자력사고,2024,OTHER,,,,
S01320,Q11,안보,화학무기 사용,4100078.20220322,20220322,뉴스핌,사회>사회갈등>전쟁,2022,OTHER,,,,
S01321,Q29,비CBRN,공항 폭발물 신고,4100158.202207051,20220705,데일리안,,2022,EVENT,20220703,메노르카,폭탄 허위신고,60.0
S01322,Q25,비CBRN,차량 돌진 테러,1100101.202505281,20250528,경향신문,범죄>범죄일반>폭행,2025,EVENT,20250526,리버풀,차량 돌진,425.0
S01323,Q25,비CBRN,차량 돌진 테러,2100101.202412221,20241222,매일경제,범죄>범죄일반>폭행,2024,EVENT,20241220,마그데부르크,차량 돌진,385.0
S01324,Q05,산업,화학공장 폭발,1100101.202406241,20240624,경향신문,범죄>범죄일반>방화,2024,OTHER,,,,
S01325,Q25,비CBRN,차량 돌진 테러,1100801.20260727,20260727,조선일보,범죄>범죄일반>살인,2026,EVENT,20260725,베를린,차량 돌진,643.0
S01326,Q01,산업,불산 누출,1400551.202412161,20241216,충북일보,사고>산업사고>폭발,2024,OTHER,,,,
S01327,Q24,비CBRN,총기 난사,1100751.202602101,20260210,아시아투데이,범죄>범죄일반>폭행,2026,REF,,,,
S01328,Q16,안보,방사능 유출,1101001.20241119,20241119,한겨레,사고>산업사고>원자력사고,2024,IRRELEVANT,,,,
S01329,Q23,비CBRN,드론 공격,2100201.20230319,20230319,머니투데이,사고>산업사고>화재,2023,IRRELEVANT,,,,
S01330,Q13,안보,생물테러,1400101.202312211,20231221,충청타임즈,,2023,INST,,,,
S01331,Q17,안보,더티밤,8100401.20221029,20221029,YTN,사회>사회갈등>시위,2022,OTHER,,,,
S01332,Q15,안보,북한 핵실험,8100401.202203121,20220312,YTN,,2022,OTHER,,,,
S01333,Q04,산업,황산 유출 사고,4102008.202604201,20260420,쿠키뉴스,사고>산업사고>폭발,2026,INST,,,,
S01334,Q14,안보,탄저균 테러,1400351.202309202,20230920,중도일보,사고>산업사고>붕괴,2023,INST,,,,
S01335,Q24,비CBRN,총기 난사,8200101.202305162,20230516,OBS,범죄>범죄일반>폭행,2023,OTHER,,,,
S01336,Q03,산업,염소 가스 누출,1200301.202410291,20241029,기호일보,사고>산업사고>화재,2024,INST,,,,
S01337,Q02,산업,암모니아 누출 사고,8100101.202404012,20240401,KBS,사고>산업사고>붕괴,2024,OTHER,,,,
S01338,Q07,산업,톨루엔 누출,2100501.202403271,20240327,파이낸셜뉴스,사고>산업사고>폭발,2024,INST,,,,
S01339,Q05,산업,화학공장 폭발,6100252.20260616,20260616,시사IN,범죄>범죄일반>방화,2026,OTHER,,,,
S01340,Q20,안보,북한 생화학무기,1500601.202406101,20240610,매일신문,,2024,OTHER,,,,
S01341,Q04,산업,황산 유출 사고,4100078.20241015,20241015,뉴스핌,범죄>범죄일반>폭행,2024,INST,,,,
S01342,Q02,산업,암모니아 누출 사고,4100158.202406021,20240602,데일리안,,2024,OTHER,,,,
S01343,Q07,산업,톨루엔 누출,1500601.20251213,20251213,매일신문,재해>자연재해>미세먼지_황사,2025,OTHER,,,,
S01344,Q02,산업,암모니아 누출 사고,8100101.202312272,20231227,KBS,사고>산업사고>폭발,2023,REF,,,,
S01345,Q16,안보,방사능 유출,8100401.202308241,20230824,YTN,사고>산업사고>원자력사고,2023,OTHER,,,,
S01346,Q04,산업,황산 유출 사고,1100201.202509241,20250924,국민일보,,2025,EVENT,20250924,포항시 북구 흥해읍,황산,492.0
S01347,Q30,비CBRN,원전 방사선 피폭,1100611.20220521,20220521,서울신문,사고>산업사고>폭발,2022,OTHER,,,,
S01348,Q10,산업,화학사고 대응,1200301.202212012,20221201,기호일보,,2022,INST,,,,
S01349,Q27,비CBRN,테러 예고 글,2100101.202308071,20230807,매일경제,범죄>범죄일반>살인,2023,INST,,,,
S01350,Q23,비CBRN,드론 공격,1100901.20250701,20250701,중앙일보,,2025,OTHER,,,,
S01351,Q03,산업,염소 가스 누출,2100601.202409011,20240901,한국경제,,2024,OTHER,,,,
S01352,Q10,산업,화학사고 대응,1400801.20220728,20220728,금강일보,,2022,INST,,,,
S01353,Q24,비CBRN,총기 난사,8100301.202305072,20230507,SBS,,2023,EVENT,20230506,텍사스주 앨런,총기난사,145.0
S01354,Q09,산업,유독가스 누출 대피,8100101.202608032,20260803,KBS,,2026,EVENT,20260802,대전 중구 복수동,일산화탄소,648.0
S01355,Q26,비CBRN,폭발물 협박,4100058.202511101,20251110,노컷뉴스,범죄>범죄일반>살인,2025,EVENT,20251109,평창군,폭발물 협박글,524.0
S01356,Q05,산업,화학공장 폭발,1100901.202202111,20220211,중앙일보,사고>산업사고>폭발,2022,EVENT,20220211,여수시 화치동,폭발,13.0
S01357,Q28,비CBRN,다중이용시설 테러,1400101.202508191,20250819,충청타임즈,,2025,INST,,,,
S01358,Q15,안보,북한 핵실험,4100078.202206141,20220614,뉴스핌,,2022,INST,,,,
S01359,Q05,산업,화학공장 폭발,1100701.202406292,20240629,세계일보,사고>산업사고>폭발,2024,OTHER,,,,
S01360,Q09,산업,유독가스 누출 대피,2100701.202401231,20240123,헤럴드경제,사고>산업사고>화재,2024,EVENT,20240123,서천군,화재,265.0
S01361,Q05,산업,화학공장 폭발,1100201.20240625,20240625,국민일보,사고>산업사고>폭발,2024,EVENT,20240624,화성시 서신면,화재,330.0
S01362,Q04,산업,황산 유출 사고,1100201.202506142,20250614,국민일보,,2025,EVENT,20250614,영광군,황산,434.0
S01363,Q14,안보,탄저균 테러,2100801.202209281,20220928,아시아경제,,2022,EVENT,20220928,제주시 조천읍,백색가루 우편물,88.0
S01364,Q29,비CBRN,공항 폭발물 신고,1500901.202309212,20230921,울산매일,,2023,INST,,,,
S01365,Q01,산업,불산 누출,1400401.202606011,20260601,중부매일,사고>산업사고>폭발,2026,EVENT,20260601,청주시,공장 화재,627.0
S01366,Q29,비CBRN,공항 폭발물 신고,1500901.202406231,20240623,울산매일,범죄>범죄일반>살인,2024,EVENT,20240621,울산시,폭발물 허위신고,322.0
S01367,Q17,안보,더티밤,1100101.202211031,20221103,경향신문,,2022,OTHER,,,,
S01368,Q07,산업,톨루엔 누출,2100351.202604171,20260417,이투데이,사고>스포츠사고,2026,EVENT,20260417,오산시 누읍동,화학물질 누출,598.0
S01369,Q09,산업,유독가스 누출 대피,8100101.202202252,20220225,KBS,,2022,EVENT,20220225,부산 사하구 신평동,암모니아,17.0
S01370,Q09,산업,유독가스 누출 대피,4100158.202606141,20260614,데일리안,사고>산업사고>폭발,2026,INST,,,,
S01371,Q25,비CBRN,차량 돌진 테러,2100701.202308032,20230803,헤럴드경제,범죄>범죄일반>살인,2023,EVENT,20230803,성남시 분당구,흉기난동,172.0
S01372,Q24,비CBRN,총기 난사,2100601.202305031,20230503,한국경제,,2023,EVENT,20230503,베오그라드,총기난사,142.0
S01373,Q17,안보,더티밤,8100101.20221027,20221027,KBS,,2022,OTHER,,,,
S01374,Q11,안보,화학무기 사용,1100101.202512231,20251223,경향신문,범죄>범죄일반>살인,2025,OTHER,,,,
S01375,Q20,안보,북한 생화학무기,8100401.20220314,20220314,YTN,,2022,OTHER,,,,
S01376,Q12,안보,사린가스 공격,1101101.20251214,20251214,한국일보,범죄>기업범죄>거래제한,2025,OTHER,,,,
S01377,Q08,산업,질산 누출,1500601.202407041,20240704,매일신문,,2024,EVENT,20240701,안동시 임동면,질산,337.0
S01378,Q15,안보,북한 핵실험,2100701.202208121,20220812,헤럴드경제,범죄>기업범죄>거래제한,2022,IRRELEVANT,,,,
S01379,Q20,안보,북한 생화학무기,1100901.20240603,20240603,중앙일보,,2024,OTHER,,,,
S01380,Q24,비CBRN,총기 난사,8200101.202406242,20240624,OBS,,2024,EVENT,20240623,다게스탄 데르벤트,총기난사,324.0
S01381,Q06,산업,유해화학물질 유출,1400601.202208161,20220816,충청일보,,2022,INST,,,,
S01382,Q12,안보,사린가스 공격,2100311.20250217,20250217,서울경제,사고>스포츠사고,2025,IRRELEVANT,,,,
S01383,Q07,산업,톨루엔 누출,1200301.202604181,20260418,기호일보,,2026,EVENT,20260417,오산시 누읍동,톨루엔,597.0
S01384,Q10,산업,화학사고 대응,4104008.202609011,20260901,프레시안,사고>산업사고>화재,2026,INST,,,,
S01385,Q17,안보,더티밤,2100351.202210261,20221026,이투데이,,2022,OTHER,,,,
S01386,Q05,산업,화학공장 폭발,1601101.202406261,20240626,전북일보,사고>산업사고>폭발,2024,OTHER,,,,
S01387,Q28,비CBRN,다중이용시설 테러,5520352.202608241,20260824,당진시대,사고>산업사고>화재,2026,INST,,,,
S01388,Q21,비CBRN,폭발물 테러,2100201.202308141,20230814,머니투데이,범죄>범죄일반>살인,2023,EVENT,20230813,서울시,폭파 협박 메일,198.0
S01389,Q20,안보,북한 생화학무기,1101101.20230106,20230106,한국일보,,2023,IRRELEVANT,,,,
S01390,Q23,비CBRN,드론 공격,1100101.202211021,20221102,경향신문,사회>사회갈등>시위,2022,OTHER,,,,
S01391,Q15,안보,북한 핵실험,1100701.202305072,20230507,세계일보,,2023,IRRELEVANT,,,,
S01392,Q16,안보,방사능 유출,1100611.202208281,20220828,서울신문,사고>산업사고>화재,2022,INST,,,,
S01393,Q16,안보,방사능 유출,2100101.202110261,20211026,매일경제,사고>산업사고>원자력사고,2021,IRRELEVANT,,,,
S01394,Q10,산업,화학사고 대응,1500201.202602081,20260208,경북일보,사고>산업사고>붕괴,2026,OTHER,,,,
S01395,Q19,안보,노비촉,1101001.202402181,20240218,한겨레,,2024,EVENT,20240216,러시아 하르프,의문사,277.0
S01396,Q24,비CBRN,총기 난사,2100311.202304091,20230409,서울경제,사회>사회갈등>시위,2023,OTHER,,,,
S01397,Q20,안보,북한 생화학무기,1400201.20240604,20240604,대전일보,,2024,OTHER,,,,
S01398,Q22,비CBRN,사제폭탄,1100611.202608261,20260826,서울신문,사회>사회갈등>테러행위,2026,EVENT,20260826,전주시,폭발물 협박 메일,664.0
S01399,Q13,안보,생물테러,1400551.202310241,20231024,충북일보,,2023,INST,,,,
S01400,Q21,비CBRN,폭발물 테러,7100501.202510211,20251021,전자신문,범죄>범죄일반>방화,2025,IRRELEVANT,,,,
S01401,Q12,안보,사린가스 공격,2100801.20230321,20230321,아시아경제,사회>사회문제>학대,2023,REF,,,,
S01402,Q07,산업,톨루엔 누출,7100501.202606241,20260624,전자신문,사고>산업사고>폭발,2026,INST,,,,
S01403,Q09,산업,유독가스 누출 대피,2100101.202407221,20240722,매일경제,사고>산업사고>폭발,2024,INST,,,,
S01404,Q05,산업,화학공장 폭발,2100701.202112141,20211214,헤럴드경제,사고>산업사고>폭발,2021,EVENT,20211213,여수시,폭발화재,11.0
S01405,Q19,안보,노비촉,7101201.20240216,20240216,디지털타임스,범죄>기업범죄>횡령,2024,EVENT,20240216,러시아 야말로네네츠,의문사,281.0
S01406,Q01,산업,불산 누출,1400201.202606021,20260602,대전일보,사고>산업사고>폭발,2026,INST,,,,
S01407,Q09,산업,유독가스 누출 대피,1100201.202509051,20250905,국민일보,사고>스포츠사고,2025,EVENT,20250905,김포시 하성면,암모니아,483.0
S01408,Q24,비CBRN,총기 난사,8100101.202310272,20231027,KBS,,2023,EVENT,20231025,메인주,총기난사,240.0
S01409,Q11,안보,화학무기 사용,1100201.20260319,20260319,국민일보,사회>사회갈등>전쟁,2026,IRRELEVANT,,,,
S01410,Q24,비CBRN,총기 난사,7101201.20250828,20250828,디지털타임스,범죄>범죄일반>살인,2025,EVENT,20250827,미니애폴리스,총기난사,476.0
S01411,Q03,산업,염소 가스 누출,4101008.202607021,20260702,이데일리,사고>산업사고>폭발,2026,OTHER,,,,
S01412,Q30,비CBRN,원전 방사선 피폭,4100078.202310101,20231010,뉴스핌,,2023,INST,,,,
S01413,Q16,안보,방사능 유출,1101101.202308231,20230823,한국일보,사고>산업사고>원자력사고,2023,INST,,,,
S01414,Q02,산업,암모니아 누출 사고,1100101.202311031,20231103,경향신문,,2023,EVENT,20231103,고령군 다산면,암모니아,244.0
S01415,Q01,산업,불산 누출,2100311.202210302,20221030,서울경제,범죄>범죄일반>방화,2022,IRRELEVANT,,,,
S01416,Q26,비CBRN,폭발물 협박,1101101.202508101,20250810,한국일보,,2025,EVENT,20250810,서울 송파구,폭발물 협박,465.0
S01417,Q25,비CBRN,차량 돌진 테러,1101001.20260109,20260109,한겨레,사고>교통사고>노상사고,2026,OTHER,,,,
S01418,Q04,산업,황산 유출 사고,1500051.202308081,20230808,경남신문,,2023,EVENT,20230808,창원시 마산,황산,196.0
S01419,Q15,안보,북한 핵실험,1100401.20220613,20220613,동아일보,,2022,INST,,,,
S01420,Q07,산업,톨루엔 누출,2100801.202305021,20230502,아시아경제,,2023,OTHER,,,,
S01421,Q10,산업,화학사고 대응,4100158.202502201,20250220,데일리안,,2025,INST,,,,
S01422,Q17,안보,더티밤,2100101.20221024,20221024,매일경제,,2022,OTHER,,,,
S01423,Q25,비CBRN,차량 돌진 테러,1100501.20260727,20260727,문화일보,범죄>범죄일반>폭행,2026,EVENT,20260725,베를린,차량 돌진,643.0
S01424,Q23,비CBRN,드론 공격,1100611.20231125,20231125,서울신문,,2023,OTHER,,,,
S01425,Q22,비CBRN,사제폭탄,2100311.202408221,20240822,서울경제,사고>산업사고>폭발,2024,EVENT,20240822,광주 서구 치평동,사제폭탄,353.0
S01426,Q10,산업,화학사고 대응,1400551.202212041,20221204,충북일보,,2022,INST,,,,
S01427,Q25,비CBRN,차량 돌진 테러,1100101.202501091,20250109,경향신문,,2025,IRRELEVANT,,,,
S01428,Q19,안보,노비촉,2100101.202402201,20240220,매일경제,범죄>범죄일반>살인,2024,EVENT,20240216,러시아,노비촉 독살,276.0
S01429,Q05,산업,화학공장 폭발,2100201.202505281,20250528,머니투데이,사고>산업사고>폭발,2025,EVENT,20250527,산둥성 가오미시,폭발,427.0
S01430,Q10,산업,화학사고 대응,4104008.202412051,20241205,프레시안,,2024,INST,,,,
S01431,Q16,안보,방사능 유출,8100401.20230921,20230921,YTN,사고>산업사고>원자력사고,2023,INST,,,,
S01432,Q02,산업,암모니아 누출 사고,8100401.202509051,20250905,YTN,사고>스포츠사고,2025,EVENT,20250905,김포시 하성면,암모니아,483.0
S01433,Q25,비CBRN,차량 돌진 테러,1500701.202308121,20230812,부산일보,범죄>범죄일반>살인,2023,OTHER,,,,
S01434,Q01,산업,불산 누출,7100501.20230719,20230719,전자신문,,2023,OTHER,,,,
S01435,Q10,산업,화학사고 대응,1400601.202311301,20231130,충청일보,,2023,INST,,,,
S01436,Q01,산업,불산 누출,1101101.202112031,20211203,한국일보,재해>자연재해>태풍,2021,IRRELEVANT,,,,
S01437,Q14,안보,탄저균 테러,10100401.202309271,20230927,스포츠월드,,2023,IRRELEVANT,,,,
S01438,Q23,비CBRN,드론 공격,1100101.202212181,20221218,경향신문,,2022,OTHER,,,,
S01439,Q02,산업,암모니아 누출 사고,1100801.202307251,20230725,조선일보,,2023,EVENT,20230725,울산 남구 야음동,암모니아,167.0
S01440,Q24,비CBRN,총기 난사,1100611.202311081,20231108,서울신문,범죄>범죄일반>살인,2023,IRRELEVANT,,,,
S01441,Q10,산업,화학사고 대응,7100502.202502201,20250220,환경일보,,2025,INST,,,,
S01442,Q04,산업,황산 유출 사고,4100058.202509241,20250924,노컷뉴스,,2025,EVENT,20250924,포항시 북구 흥해읍,황산,492.0
S01443,Q27,비CBRN,테러 예고 글,1100401.20240725,20240725,동아일보,범죄>범죄일반>살인,2024,INST,,,,
S01444,Q08,산업,질산 누출,1101101.202407041,20240704,한국일보,,2024,EVENT,20240701,안동시 임동면,질산,337.0
S01445,Q16,안보,방사능 유출,1100401.202403151,20240315,동아일보,재해>자연재해>지진,2024,EVENT,20240315,후쿠시마현,지진,294.0
S01446,Q18,안보,백색가루 신고,7100502.202211081,20221108,환경일보,,2022,INST,,,,
S01447,Q21,비CBRN,폭발물 테러,1100201.20220224,20220224,국민일보,범죄>기업범죄>거래제한,2022,IRRELEVANT,,,,
S01448,Q24,비CBRN,총기 난사,8100401.20251222,20251222,YTN,범죄>범죄일반>살인,2025,OTHER,,,,
S01449,Q11,안보,화학무기 사용,1100701.20260627,20260627,세계일보,,2026,OTHER,,,,
S01450,Q23,비CBRN,드론 공격,2100201.202606021,20260602,머니투데이,사회>사회갈등>전쟁,2026,IRRELEVANT,,,,
S01451,Q23,비CBRN,드론 공격,2100801.20230211,20230211,아시아경제,사고>교통사고>우주사고,2023,OTHER,,,,
S01452,Q16,안보,방사능 유출,4100608.202304121,20230412,브레이크뉴스,,2023,INST,,,,
S01453,Q29,비CBRN,공항 폭발물 신고,2100501.202602181,20260218,파이낸셜뉴스,사회>사회문제>미성년범죄,2026,OTHER,,,,
S01454,Q06,산업,유해화학물질 유출,7100502.202412121,20241212,환경일보,,2024,INST,,,,
S01455,Q22,비CBRN,사제폭탄,1500801.20250825,20250825,영남일보,,2025,IRRELEVANT,,,,
S01456,Q08,산업,질산 누출,1601001.202510141,20251014,전북도민일보,사고>산업사고>폭발,2025,EVENT,20251013,완주군 봉동읍,질산,499.0
S01457,Q02,산업,암모니아 누출 사고,8100101.202307041,20230704,KBS,,2023,EVENT,20230703,군산시,암모니아,152.0
S01458,Q20,안보,북한 생화학무기,2100801.20240716,20240716,아시아경제,,2024,OTHER,,,,
S01459,Q20,안보,북한 생화학무기,1500601.202407301,20240730,매일신문,,2024,OTHER,,,,
S01460,Q02,산업,암모니아 누출 사고,1100501.20260821,20260821,문화일보,,2026,EVENT,20260821,서울 영등포구,암모니아,657.0
S01461,Q03,산업,염소 가스 누출,1100701.202406242,20240624,세계일보,사고>산업사고>폭발,2024,EVENT,20240624,화성시 서신면,화재 유독가스,333.0
S01462,Q24,비CBRN,총기 난사,1100801.20250204,20250204,조선일보,사고>산업사고>폭발,2025,IRRELEVANT,,,,
S01463,Q06,산업,유해화학물질 유출,2100401.20250306,20250306,메트로경제,범죄>범죄일반>방화,2025,INST,,,,
S01464,Q06,산업,유해화학물질 유출,2100501.202311271,20231127,파이낸셜뉴스,사고>산업사고>폭발,2023,INST,,,,
S01465,Q06,산업,유해화학물질 유출,2100401.20241029,20241029,메트로경제,,2024,OTHER,,,,
S01466,Q07,산업,톨루엔 누출,7101201.202403271,20240327,디지털타임스,사고>산업사고>폭발,2024,INST,,,,
S01467,Q21,비CBRN,폭발물 테러,1100301.202208231,20220823,내일신문,사고>산업사고>폭발,2022,EVENT,20220820,러시아 모스크바,차량폭발,75.0
S01468,Q03,산업,염소 가스 누출,1400351.202206232,20220623,중도일보,,2022,INST,,,,
S01469,Q05,산업,화학공장 폭발,1500051.202306131,20230613,경남신문,사고>산업사고>폭발,2023,OTHER,,,,
S01470,Q14,안보,탄저균 테러,1400601.202510262,20251026,충청일보,,2025,INST,,,,
S01471,Q10,산업,화학사고 대응,2100311.202207211,20220721,서울경제,,2022,OTHER,,,,
S01472,Q20,안보,북한 생화학무기,1100801.202406041,20240604,조선일보,,2024,OTHER,,,,
S01473,Q27,비CBRN,테러 예고 글,4100158.202404301,20240430,데일리안,범죄>범죄일반>살인,2024,EVENT,20240430,서울 강동구,테러예고글,308.0
S01474,Q08,산업,질산 누출,1100801.202603182,20260318,조선일보,사고>스포츠사고,2026,EVENT,20260318,수원시 장안구,질산,583.0
S01475,Q21,비CBRN,폭발물 테러,2100501.20230611,20230611,파이낸셜뉴스,,2023,EVENT,20220927,발트해,가스관 폭파,85.0
S01476,Q20,안보,북한 생화학무기,1100201.2021102,20211020,국민일보,,2021,IRRELEVANT,,,,
S01477,Q16,안보,방사능 유출,1101202.202110281,20211028,일요신문,사고>산업사고>원자력사고,2021,IRRELEVANT,,,,
S01478,Q19,안보,노비촉,1100901.202208262,20220826,중앙일보,,2022,IRRELEVANT,,,,
S01479,Q24,비CBRN,총기 난사,8100101.20250107,20250107,KBS,,2025,EVENT,20250107,팔레스타인 서안지구,총기난사,393.0
S01480,Q10,산업,화학사고 대응,2100701.202301311,20230131,헤럴드경제,범죄>범죄일반>절도,2023,INST,,,,
S01481,Q28,비CBRN,다중이용시설 테러,1400201.202408121,20240812,대전일보,,2024,INST,,,,
S01482,Q20,안보,북한 생화학무기,2100801.202212271,20221227,아시아경제,,2022,IRRELEVANT,,,,
S01483,Q08,산업,질산 누출,1100501.20251106,20251106,문화일보,,2025,EVENT,20251105,포항시,불산질산혼합액,521.0
S01484,Q23,비CBRN,드론 공격,2100351.20240203,20240203,이투데이,사회>사회갈등>전쟁,2024,EVENT,20240202,이라크 시리아,공습,268.0
S01485,Q22,비CBRN,사제폭탄,1100201.202608261,20260826,국민일보,,2026,EVENT,20260826,전주시,폭발물협박,661.0
S01486,Q13,안보,생물테러,1400351.202410232,20241023,중도일보,,2024,INST,,,,
S01487,Q13,안보,생물테러,4101008.20260807,20260807,이데일리,,2026,OTHER,,,,
S01488,Q11,안보,화학무기 사용,7101201.202509061,20250906,디지털타임스,범죄>범죄일반>살인,2025,IRRELEVANT,,,,
S01489,Q23,비CBRN,드론 공격,4100078.202603121,20260312,뉴스핌,사고>산업사고>폭발,2026,EVENT,20260312,페르시아만,원유시설 타격,580.0
S01490,Q11,안보,화학무기 사용,1100901.20220701,20220701,중앙일보,,2022,IRRELEVANT,,,,
S01491,Q05,산업,화학공장 폭발,2100851.202406251,20240625,아주경제,사고>산업사고>폭발,2024,EVENT,20240624,화성시 서신면,화재,330.0
S01492,Q16,안보,방사능 유출,8100101.202506231,20250623,KBS,사회>사회갈등>전쟁,2025,EVENT,20250622,이란,핵시설 공습,435.0
S01493,Q22,비CBRN,사제폭탄,1500701.202508171,20250817,부산일보,범죄>범죄일반>방화,2025,REF,,,,
S01494,Q03,산업,염소 가스 누출,2100701.202507092,20250709,헤럴드경제,,2025,EVENT,20250709,인천 서구 백석동,염소계 액체,443.0
S01495,Q15,안보,북한 핵실험,8100401.202208111,20220811,YTN,,2022,IRRELEVANT,,,,
S01496,Q28,비CBRN,다중이용시설 테러,4102008.20240821,20240821,쿠키뉴스,사고>산업사고>화재,2024,INST,,,,
S01497,Q11,안보,화학무기 사용,1100701.202203101,20220310,세계일보,사고>산업사고>붕괴,2022,IRRELEVANT,,,,
S01498,Q11,안보,화학무기 사용,1100401.20220329,20220329,동아일보,,2022,IRRELEVANT,,,,
S01499,Q13,안보,생물테러,2100501.202507301,20250730,파이낸셜뉴스,,2025,INST,,,,
S01500,Q28,비CBRN,다중이용시설 테러,8100101.202305121,20230512,KBS,,2023,INST,,,,
S01501,Q04,산업,황산 유출 사고,4104008.202502282,20250228,프레시안,,2025,EVENT,20250226,포항시 북구 흥해읍,황산,404.0
S01502,Q13,안보,생물테러,1200101.202407091,20240709,경기일보,,2024,INST,,,,
S01503,Q08,산업,질산 누출,4102008.202407011,20240701,쿠키뉴스,,2024,EVENT,20240701,안동시 임동면,질산,337.0
S01504,Q23,비CBRN,드론 공격,1100901.20260819,20260819,중앙일보,,2026,IRRELEVANT,,,,
S01505,Q22,비CBRN,사제폭탄,1101001.202305221,20230522,한겨레,,2023,IRRELEVANT,,,,
S01506,Q07,산업,톨루엔 누출,1400101.202605132,20260513,충청타임즈,사고>산업사고>화재,2026,INST,,,,
S01507,Q29,비CBRN,공항 폭발물 신고,1100801.202310121,20231012,조선일보,사회>사회갈등>전쟁,2023,IRRELEVANT,,,,
S01508,Q15,안보,북한 핵실험,1400551.202203271,20220327,충북일보,,2022,OTHER,,,,
S01509,Q02,산업,암모니아 누출 사고,4100158.202409041,20240904,데일리안,사고>산업사고>폭발,2024,INST,,,,
S01510,Q25,비CBRN,차량 돌진 테러,1100401.20250103,20250103,동아일보,사고>산업사고>폭발,2025,EVENT,20250101,미국 뉴올리언스,차량돌진,390.0
S01511,Q15,안보,북한 핵실험,1700201.202405011,20240501,한라일보,사고>산업사고>붕괴,2024,EVENT,20240426,제주시,공중음파,306.0
S01512,Q20,안보,북한 생화학무기,1100101.202410041,20241004,경향신문,사고>산업사고>화재,2024,EVENT,20241004,서울,오물풍선,372.0
S01513,Q30,비CBRN,원전 방사선 피폭,8100101.20230831,20230831,KBS,,2023,REF,,,,
S01514,Q27,비CBRN,테러 예고 글,1100701.202308071,20230807,세계일보,사회>사회갈등>테러행위,2023,EVENT,20230807,김해공항,폭탄테러예고,187.0
S01515,Q23,비CBRN,드론 공격,1100101.202411202,20241120,경향신문,사회>사회갈등>전쟁,2024,IRRELEVANT,,,,
S01516,Q13,안보,생물테러,4102008.20250216,20250216,쿠키뉴스,,2025,IRRELEVANT,,,,
S01517,Q05,산업,화학공장 폭발,1100301.202406251,20240625,내일신문,범죄>범죄일반>방화,2024,EVENT,20240624,화성시 서신면,화재,330.0
S01518,Q09,산업,유독가스 누출 대피,2100201.20230731,20230731,머니투데이,사고>산업사고>폭발,2023,OTHER,,,,
S01519,Q08,산업,질산 누출,8100101.202511052,20251105,KBS,,2025,EVENT,20251105,포항시,유해가스,510.0
S01520,Q05,산업,화학공장 폭발,2100801.202301271,20230127,아시아경제,사고>산업사고>폭발,2023,EVENT,20230115,중국 랴오닝,화학공장 폭발,116.0
S01521,Q28,비CBRN,다중이용시설 테러,2100861.202508201,20250820,브릿지경제,사회>사회갈등>전쟁,2025,INST,,,,
S01522,Q21,비CBRN,폭발물 테러,1101001.202503121,20250312,한겨레,범죄>범죄일반>유괴/납치,2025,EVENT,20250311,파키스탄 발루치스탄,열차납치,411.0
S01523,Q14,안보,탄저균 테러,4104008.202401231,20240123,프레시안,사고>산업사고>폭발,2024,REF,,,,
S01524,Q09,산업,유독가스 누출 대피,8100401.202401231,20240123,YTN,사고>산업사고>화재,2024,IRRELEVANT,,,,
S01525,Q11,안보,화학무기 사용,2100101.20240311,20240311,매일경제,,2024,IRRELEVANT,,,,
S01526,Q17,안보,더티밤,1100611.20250621,20250621,서울신문,사회>사회갈등>전쟁,2025,OTHER,,,,
